Fold,F1,Recall,Precision,Accuracy
2,0.9210382821375569,0.9230769230769231,0.9214549329892096,0.9230769230769231
3,0.9320667965068739,0.933954933954934,0.9331029562268703,0.933954933954934
4,0.9079022819211282,0.9098679098679099,0.9077903194803911,0.9098679098679099
5,0.9301314523706872,0.9308469308469308,0.9299630838953009,0.9308469308469308
6,0.9312707281372309,0.9331779331779332,0.9317653779610426,0.9331779331779332
7,0.9159377825243443,0.9168609168609169,0.9156737081809913,0.9168609168609169
8,0.9125633968432818,0.9145299145299145,0.9141225906632748,0.9145299145299145
9,0.9121870080011285,0.9137529137529138,0.9121805163226161,0.9137529137529138
10,0.9224143315923395,0.9238539238539238,0.922981259980207,0.9238539238539238
11,0.9304076873511872,0.9316239316239316,0.9312445354757676,0.9316239316239316
12,0.9038775268053882,0.9052059052059052,0.9035745402798625,0.9052059052059052
13,0.9218181566451785,0.9230769230769231,0.9216416434680923,0.9230769230769231
14,0.9203745950233909,0.9215229215229215,0.9202770721379222,0.9215229215229215
0,0.91420873783283,0.9145299145299145,0.9142321147580699,0.9145299145299145
1,0.9011094528813909,0.9036519036519036,0.9018638052849521,0.9036519036519036
2,0.9144494946187847,0.9168609168609169,0.9149930577868272,0.9168609168609169
3,0.9243419113830099,0.9269619269619269,0.9251582611799223,0.9269619269619269
4,0.9009559338569626,0.9036519036519036,0.9003765998647336,0.9036519036519036
5,0.9171962952822562,0.9191919191919192,0.9170555755005112,0.9191919191919192
6,0.9228377342808844,0.9254079254079254,0.923165824833638,0.9254079254079254
7,0.9068566158203151,0.9083139083139083,0.9062928736964756,0.9083139083139083
8,0.9044406333798026,0.9067599067599068,0.9047745212443121,0.9067599067599068
9,0.904234694007658,0.905982905982906,0.9040467401020736,0.905982905982906
10,0.9115571991683683,0.9137529137529138,0.911661310572846,0.9137529137529138
11,0.9207761693766453,0.9222999222999223,0.9214622092837116,0.9222999222999223
12,0.8957130798206294,0.8974358974358975,0.8952596492726442,0.8974358974358975
13,0.9148305170602904,0.916083916083916,0.9143979433125535,0.916083916083916
14,0.9145162012201619,0.916083916083916,0.9149475258525345,0.916083916083916
0,0.9173954515651758,0.9176379176379177,0.9175475332180433,0.9176379176379177
1,0.9180311564567011,0.9199689199689199,0.9181425117662989,0.9199689199689199
2,0.9248234140194762,0.9269619269619269,0.9251861718051237,0.9269619269619269
3,0.9308925343778256,0.9324009324009324,0.9313041125137969,0.9324009324009324
4,0.9113624399027278,0.9137529137529138,0.9113477043466289,0.9137529137529138
5,0.9277278850788455,0.9285159285159286,0.9275912596044339,0.9285159285159286
6,0.9288944122896567,0.9308469308469308,0.9289641438013918,0.9308469308469308
7,0.9183275979885479,0.9199689199689199,0.9178814481525513,0.9199689199689199
8,0.916564283873853,0.9184149184149184,0.9172164270510618,0.9184149184149184
9,0.9117671826125242,0.9137529137529138,0.9121270988712464,0.9137529137529138
10,0.9203195371757349,0.9215229215229215,0.920469693344161,0.9215229215229215
11,0.9286598932473501,0.9300699300699301,0.9290098048968852,0.9300699300699301
12,0.8982474340455975,0.8997668997668997,0.8978604170733407,0.8997668997668997
13,0.9170239682455464,0.9184149184149184,0.9171131541615957,0.9184149184149184
14,0.9181039112943307,0.9191919191919192,0.9180898875422153,0.9191919191919192
0,0.9222205834896585,0.9222999222999223,0.9224875158002678,0.9222999222999223
1,0.9104353712508781,0.912975912975913,0.9107902641432697,0.912975912975913
2,0.9232105011934644,0.9254079254079254,0.9235035089450491,0.9254079254079254
3,0.9315629295007539,0.9331779331779332,0.9321563252462762,0.9331779331779332
4,0.9133047996294738,0.9153069153069153,0.9129970276780041,0.9153069153069153
5,0.9250097036153146,0.9269619269619269,0.9250416419920757,0.9269619269619269
6,0.9245806911620241,0.9269619269619269,0.9243060053881802,0.9269619269619269
7,0.9144109630317622,0.916083916083916,0.9138973305690931,0.916083916083916
8,0.9115057294294246,0.9137529137529138,0.9129339220083098,0.9137529137529138
9,0.9155072580805654,0.9168609168609169,0.9159084501035354,0.9168609168609169
10,0.9171505189590523,0.9184149184149184,0.9172873864171658,0.9184149184149184
11,0.9333002154222027,0.9347319347319347,0.9340171964740642,0.9347319347319347
12,0.9013079771587957,0.9020979020979021,0.9012328083535875,0.9020979020979021
13,0.917544215028676,0.9191919191919192,0.917536894171701,0.9191919191919192
14,0.9244162288505516,0.9254079254079254,0.9244203938473511,0.9254079254079254
0,0.9118905317941818,0.9121989121989122,0.912017655748495,0.9121989121989122
1,0.9149272040338903,0.9168609168609169,0.915060071112455,0.9168609168609169
2,0.9212098231340441,0.9230769230769231,0.921242884277287,0.9230769230769231
3,0.9319863849844875,0.933954933954934,0.93227863741487,0.933954933954934
4,0.9092379739078789,0.9114219114219114,0.908874670195724,0.9114219114219114
5,0.9242629943341575,0.9254079254079254,0.9240238243697952,0.9254079254079254
6,0.9215081108916372,0.9246309246309247,0.9218855677798167,0.9246309246309247
7,0.914654097908036,0.916083916083916,0.9140921039827344,0.916083916083916
8,0.9092893248948749,0.9114219114219114,0.9103366437323657,0.9114219114219114
9,0.9087409658107201,0.9106449106449106,0.9091689157312445,0.9106449106449106
10,0.9197715254113105,0.9215229215229215,0.9200187971301724,0.9215229215229215
11,0.9287802741513064,0.9300699300699301,0.9295445111627155,0.9300699300699301
12,0.8969101496843151,0.898989898989899,0.896389647257842,0.898989898989899
13,0.9183914664546072,0.9199689199689199,0.9181012668304074,0.9199689199689199
14,0.9220913268114312,0.9230769230769231,0.921920382348378,0.9230769230769231
0,0.9183028355331071,0.9184149184149184,0.9183643708987167,0.9184149184149184
1,0.9175729001873203,0.9191919191919192,0.9180200075242733,0.9191919191919192
2,0.9250829877028905,0.9269619269619269,0.9252757853369126,0.9269619269619269
3,0.9311728360120516,0.9331779331779332,0.9321344207810736,0.9331779331779332
4,0.9108901259223507,0.912975912975913,0.9109429461096396,0.912975912975913
5,0.9235221483724415,0.9246309246309247,0.9231367013043027,0.9246309246309247
6,0.9295153749291973,0.9316239316239316,0.9299674193933606,0.9316239316239316
7,0.916266867598633,0.9168609168609169,0.9160429261005627,0.9168609168609169
8,0.9111813172162397,0.912975912975913,0.9117551936230742,0.912975912975913
9,0.9104627980960207,0.9121989121989122,0.9108481112188507,0.9121989121989122
10,0.9208811521980215,0.9222999222999223,0.9212233879274065,0.9222999222999223
11,0.9271036513304555,0.9285159285159286,0.9273829807532856,0.9285159285159286
12,0.9034812047928044,0.9044289044289044,0.9032233313116754,0.9044289044289044
13,0.9183211110801819,0.9199689199689199,0.9181545800653933,0.9199689199689199
14,0.9226603528422997,0.9238539238539238,0.9226682782964746,0.9238539238539238
0,0.9159013417891861,0.916083916083916,0.9161385431385358,0.916083916083916
1,0.9139921501335025,0.916083916083916,0.9143170131971187,0.916083916083916
2,0.9222078516352034,0.9246309246309247,0.9229000261186138,0.9246309246309247
3,0.9359646214507545,0.9378399378399378,0.9371019861673019,0.9378399378399378
4,0.9131880416624314,0.9153069153069153,0.9136485969738224,0.9153069153069153
5,0.9268875164703468,0.9277389277389277,0.926748389307433,0.9277389277389277
6,0.9294405551925963,0.9316239316239316,0.9298983323063044,0.9316239316239316
7,0.9151275235488889,0.9168609168609169,0.914599702542036,0.9168609168609169
8,0.9117113061427147,0.9137529137529138,0.9121760406293956,0.9137529137529138
9,0.9141652290473852,0.916083916083916,0.9145363842204227,0.916083916083916
10,0.9164044703062498,0.9176379176379177,0.9166635389209576,0.9176379176379177
11,0.9302354372572474,0.9316239316239316,0.9311357660413131,0.9316239316239316
12,0.9073070869399601,0.9083139083139083,0.9070801739662943,0.9083139083139083
13,0.9127721873080245,0.9145299145299145,0.9124980995643288,0.9145299145299145
14,0.9213771938028151,0.9222999222999223,0.9212774779421029,0.9222999222999223
0,0.9197042201268864,0.9199689199689199,0.9198998102637596,0.9199689199689199
1,0.9135962023572418,0.916083916083916,0.9148018202375112,0.916083916083916
2,0.9235856814277028,0.9254079254079254,0.9239719649561601,0.9254079254079254
3,0.9311894488534731,0.9331779331779332,0.9318052910439617,0.9331779331779332
4,0.9068283349500299,0.9090909090909091,0.906746166404134,0.9090909090909091
5,0.9214809937419909,0.9230769230769231,0.9213810206146805,0.9230769230769231
6,0.9273643691161151,0.9300699300699301,0.9280481860898073,0.9300699300699301
7,0.911088289349474,0.912975912975913,0.9102898983447523,0.912975912975913
8,0.9126931292706691,0.9145299145299145,0.9136556295915709,0.9145299145299145
9,0.9142096312200922,0.916083916083916,0.914894348928888,0.916083916083916
10,0.9251407930517124,0.9269619269619269,0.9256588792202227,0.9269619269619269
11,0.9261223140404786,0.9277389277389277,0.9270854174182338,0.9277389277389277
12,0.9084343420378062,0.9090909090909091,0.9083126216684593,0.9090909090909091
13,0.9115427604924754,0.912975912975913,0.9112604735882539,0.912975912975913
14,0.9256332128307615,0.9269619269619269,0.9257995400382407,0.9269619269619269
0,0.9243690800875459,0.9246309246309247,0.9246070460268145,0.9246309246309247
1,0.9153494650392668,0.9168609168609169,0.9152333321160843,0.9168609168609169
2,0.9269210480992837,0.9285159285159286,0.9272394956812979,0.9285159285159286
3,0.9335992826030811,0.9355089355089355,0.934622006376891,0.9355089355089355
4,0.9111701989604504,0.912975912975913,0.9111141164679123,0.912975912975913
5,0.9225950202060218,0.9238539238539238,0.9224679529629313,0.9238539238539238
6,0.9259748464628109,0.9285159285159286,0.9262813125784929,0.9285159285159286
7,0.9157127901903969,0.9176379176379177,0.91516436271886,0.9176379176379177
8,0.9187767346148987,0.9207459207459208,0.9201768951592147,0.9207459207459208
9,0.9122899029049834,0.9137529137529138,0.9123357702737993,0.9137529137529138
10,0.9179676155310871,0.9191919191919192,0.9180147601299277,0.9191919191919192
11,0.9341773660162932,0.9355089355089355,0.9349805539710189,0.9355089355089355
12,0.9006580942531759,0.9020979020979021,0.9004148244517958,0.9020979020979021
13,0.9187317138610384,0.9207459207459208,0.9185049024979189,0.9207459207459208
14,0.920443009265129,0.9215229215229215,0.9204899856685329,0.9215229215229215
0,0.9229192602129906,0.9230769230769231,0.9232182685574859,0.9230769230769231
1,0.9205479615633134,0.9222999222999223,0.9208159946320977,0.9222999222999223
2,0.9234643281830281,0.9254079254079254,0.9237538381971673,0.9254079254079254
3,0.9294512492401276,0.9316239316239316,0.9303870004611994,0.9316239316239316
4,0.9088619781223023,0.9114219114219114,0.9088955622195429,0.9114219114219114
5,0.921920604098509,0.9230769230769231,0.9215683134789493,0.9230769230769231
6,0.9289546140143776,0.9308469308469308,0.9290876998527259,0.9308469308469308
7,0.915558145546303,0.9168609168609169,0.9149741273712441,0.9168609168609169
8,0.9122564936586898,0.9145299145299145,0.9131336154986209,0.9145299145299145
9,0.9119679934968169,0.9137529137529138,0.9121232037017566,0.9137529137529138
10,0.9189990389618263,0.9207459207459208,0.9199033589574,0.9207459207459208
