Fold,Accuracy,F1,AUC-ROC
12,0.745,0.743271110328432,0.8148534352913915
13,0.71,0.7140016511381059,0.7436862554638174
14,0.74,0.7446189808321647,0.7815687226809132
0,0.775,0.7719820542073941,0.7896381776655848
1,0.79,0.7838736681887366,0.7806226709941099
2,0.655,0.649915202907329,0.6852205139714959
3,0.74,0.7384830035514967,0.778934169278997
4,0.76,0.7621318373071528,0.8052380952380952
5,0.815,0.8081026208933185,0.8220689655172414
6,0.715,0.7110936746218678,0.7561677176678837
7,0.75,0.7522206638616176,0.7742857142857145
8,0.71,0.7127619047619046,0.7540067994171928
9,0.71,0.7068353174603175,0.7143030597377368
10,0.72,0.7071491015055852,0.7358321176074515
11,0.735,0.7420610664194505,0.7992135971588027
12,0.745,0.7420163511952369,0.8121886224076005
13,0.725,0.722786839752089,0.7515784361340456
14,0.73,0.7254294670846394,0.782540067994172
0,0.79,0.79,0.7884361101093881
1,0.76,0.7574677953625323,0.7702848900108186
2,0.67,0.6687313432835821,0.6802827965435978
3,0.745,0.7457074721780604,0.7909717868338558
4,0.74,0.743343760862009,0.7971428571428572
5,0.81,0.8021421813758616,0.8170532915360501
6,0.725,0.7199733974083926,0.7510786591437105
7,0.76,0.76,0.780952380952381
8,0.74,0.7371626984126984,0.7608062166100048
9,0.715,0.7127063611976194,0.7299660029140359
10,0.715,0.7046445766918867,0.7316799461339916
11,0.78,0.7862857142857144,0.8118975139523085
12,0.76,0.7577921924755278,0.8260919939752056
13,0.71,0.7140016511381059,0.729966002914036
14,0.75,0.7486811434179856,0.7798688683827101
0,0.77,0.76882710053424,0.7899987979324437
1,0.78,0.772036965729688,0.7809832912609689
2,0.66,0.6541698528559843,0.680843900796768
3,0.76,0.7585996955859968,0.7903448275862069
4,0.7,0.7,0.774404761904762
5,0.81,0.8005208333333332,0.8269592476489028
6,0.73,0.7200648661398749,0.7600398274145371
7,0.745,0.7455967297609527,0.7727380952380952
8,0.745,0.742947796861028,0.7353084021369596
9,0.715,0.7127063611976194,0.7088392423506558
10,0.71,0.6966901408450704,0.7101335428122545
11,0.755,0.7605273172057625,0.7941400304414004
12,0.74,0.7348743839403774,0.8131155138454409
13,0.71,0.7050909090909091,0.7153958232151529
14,0.725,0.717658128927307,0.7695483244293346
0,0.755,0.7577684834610079,0.7847097006851786
1,0.755,0.7530938215102975,0.782786392595264
2,0.645,0.6429146684071625,0.6731006621030188
3,0.735,0.7371326816934415,0.7918495297805643
4,0.735,0.7367966892665316,0.7985714285714285
5,0.78,0.7773456552432293,0.8085266457680251
6,0.725,0.7186308442213953,0.7841575395508353
7,0.735,0.737890909090909,0.7692857142857142
8,0.735,0.7402036363636363,0.7526711996114618
9,0.72,0.7213799735545138,0.7209810587663915
10,0.71,0.703560074801309,0.7303332959263832
11,0.76,0.7692596454640249,0.8117706747843734
12,0.745,0.7465536771646787,0.8019928165913568
13,0.72,0.7226666666666667,0.753763963088878
14,0.74,0.7435876872272675,0.783268576979116
0,0.775,0.7792636497360906,0.7936050006010338
1,0.745,0.7478814827859469,0.7581440076932324
2,0.655,0.658901667625072,0.6750084165637975
3,0.735,0.7427856534883038,0.804639498432602
4,0.74,0.7480252240292067,0.8186904761904762
5,0.82,0.82,0.8478996865203762
6,0.735,0.7345366489966974,0.765571412766899
7,0.705,0.7144243226108767,0.7744047619047619
8,0.71,0.7196655818651105,0.7470859640602234
9,0.67,0.6770733402850191,0.7048324429334629
10,0.69,0.69,0.7273033329592637
11,0.72,0.7322849002849003,0.8028919330289193
12,0.705,0.7098238993710692,0.8045417680454177
13,0.685,0.6958742138364781,0.7351869839728022
14,0.735,0.741996624617409,0.7810830500242837
0,0.76,0.7641153979840111,0.7873542493088111
1,0.79,0.7889290917921321,0.7836278398846015
2,0.645,0.6490147594402913,0.6819661093031085
3,0.715,0.7200009060433089,0.7859561128526646
4,0.74,0.746739984289081,0.8096428571428571
5,0.8,0.8,0.826833855799373
6,0.73,0.73,0.7795110078548513
7,0.735,0.7389057137088634,0.7736904761904762
8,0.71,0.7171966911764706,0.7381010199125789
9,0.7,0.7053295932678821,0.7090820786789704
10,0.71,0.7064016544117646,0.7358321176074515
11,0.74,0.7507536764705882,0.8089802130898021
12,0.725,0.7276923295212689,0.8048893523346077
13,0.74,0.7464522058823531,0.7583778533268576
14,0.745,0.7500072727272727,0.7819329771733852
0,0.77,0.7721158155442859,0.7942060343791322
1,0.725,0.7178993663104134,0.7605481428056257
2,0.63,0.628577566711895,0.678038379530917
3,0.75,0.7469836991400334,0.7838244514106584
4,0.76,0.761103903762236,0.8023809523809523
5,0.82,0.8166320166320166,0.824576802507837
6,0.705,0.7022170595026893,0.7545082420621749
7,0.755,0.7531575609314126,0.7797619047619048
8,0.735,0.7343127383676582,0.7484215638659544
9,0.72,0.7169444444444444,0.7141816415735793
10,0.715,0.7009565217391304,0.72303894063517
11,0.75,0.7571428571428572,0.8096144089294774
12,0.735,0.731899345359756,0.8050052137643378
13,0.705,0.704234935163997,0.7304516755706654
14,0.755,0.7484590603170552,0.7977173385138417
0,0.785,0.7865093752777037,0.7948070681572305
1,0.78,0.778878096163186,0.7741315061906479
2,0.655,0.6543490749345273,0.685108293120862
3,0.735,0.7384363081617086,0.7884639498432602
4,0.735,0.7398438170428215,0.7991666666666667
5,0.81,0.8036666666666666,0.8265830721003135
6,0.735,0.7313678027185788,0.7578271932735922
7,0.74,0.7423094904160823,0.7842857142857143
8,0.725,0.728217660475725,0.7597134531325888
9,0.705,0.7057394823472563,0.7181884409907723
10,0.715,0.7028549424662499,0.7244978116934127
11,0.78,0.7870833824743484,0.8044140030441399
12,0.75,0.75,0.827134746842776
13,0.735,0.7369257453871227,0.7453861097620204
14,0.745,0.7443386727688787,0.7818115590092278
0,0.755,0.7543858536438043,0.799975958648876
1,0.755,0.7486739808947318,0.7774972953479986
2,0.645,0.6429146684071625,0.6797216922904276
3,0.755,0.7581769641495042,0.7825705329153606
4,0.775,0.775526526259664,0.8073809523809523
5,0.805,0.8020096852300241,0.8457680250783699
6,0.715,0.7053385577177071,0.7645757274034739
7,0.735,0.7367966892665316,0.7705952380952382
8,0.735,0.7328673183065585,0.7536425449247208
9,0.725,0.7211851990398703,0.704225352112676
10,0.71,0.6985659334054575,0.7302210750757491
11,0.745,0.7544581818181818,0.8032724505327244
12,0.755,0.7521333570307178,0.8031514308886571
13,0.715,0.71950867306507,0.7310587663914522
14,0.72,0.72,0.7882467217095678
0,0.75,0.7533309957924265,0.7847097006851784
1,0.775,0.7744359880402283,0.7821853588171656
2,0.645,0.6490147594402913,0.6750084165637976
3,0.73,0.7353227551388387,0.7884639498432602
4,0.73,0.7369992144540456,0.8052380952380953
5,0.795,0.7966498103666245,0.8347335423197492
6,0.735,0.732500070400721,0.7724305786038278
7,0.74,0.7443014705882354,0.7704761904761905
8,0.695,0.7047827433752921,0.7485429820301117
9,0.7,0.7028571428571427,0.7311801845556096
10,0.695,0.6944245445073358,0.7352710133542812
11,0.75,0.7603400735294117,0.81519533231862
12,0.725,0.7286319731914055,0.8109141466805699
13,0.695,0.7030527188992821,0.7521855269548324
14,0.72,0.7260016220600163,0.774405050995629
0,0.76,0.7587761049052938,0.7853107344632769
1,0.77,0.7675733038890934,0.7764154345474216
2,0.66,0.65578125,0.6872404892829088
3,0.74,0.7414186507936508,0.7798119122257053
4,0.735,0.737890909090909,0.7869047619047619
5,0.795,0.7873569582871909,0.8216927899686519
6,0.74,0.7358518518518519,0.7647969908175682
7,0.76,0.76,0.7876190476190477
8,0.73,0.7325714285714285,0.758863525983487
9,0.725,0.7211851990398703,0.7169742593491987
10,0.7,0.6862311801845555,0.7215800695769274
11,0.755,0.7605273172057625,0.8026382546930493
12,0.755,0.7508457190705464,0.8048893523346078
13,0.705,0.7057394823472563,0.7538853812530355
14,0.735,0.7328673183065585,0.7814473045167557
0,0.78,0.778878096163186,0.7969707897583843
1,0.76,0.7545830721003134,0.7613895900949633
2,0.665,0.6615981578420436,0.6915048816070025
3,0.75,0.75,0.7608777429467084
4,0.745,0.7467288896715683,0.7844047619047619
5,0.81,0.8021421813758616,0.8289655172413792
6,0.74,0.7333124782759819,0.7698860493417413
7,0.73,0.73,0.7647619047619048
8,0.73,0.73,0.7410150558523556
9,0.73,0.7285756348914244,0.7076250607090822
10,0.715,0.6989445283833369,0.7161934687464931
11,0.775,0.7790846681922197,0.8053018772196854
12,0.755,0.7508457190705464,0.7987486965589156
13,0.755,0.7516013591446117,0.740165128703254
14,0.735,0.7328673183065585,0.8067022826614861
0,0.76,0.7641153979840111,0.7851905277076572
1,0.745,0.7443607864455921,0.7719677845894939
2,0.665,0.6656086652690425,0.6851082931208619
3,0.71,0.7169047619047619,0.7722884012539185
4,0.73,0.7334723670490093,0.8135714285714286
5,0.805,0.8032646486555453,0.8150470219435736
6,0.695,0.6894250407620356,0.754508242062175
7,0.745,0.7477818181818182,0.7801190476190477
8,0.72,0.7238636631678265,0.7487858183584265
9,0.705,0.7057394823472563,0.7234094220495386
10,0.71,0.7050272274359866,0.7242733699921445
11,0.75,0.758049298266305,0.8039066463723998
12,0.755,0.755515848980416,0.8074383037886688
13,0.7,0.7074448529411765,0.7508499271491015
14,0.74,0.7424761904761905,0.7954103933948519
0,0.775,0.7744359880402283,0.803582161317466
1,0.75,0.7443573667711598,0.7764154345474216
2,0.67,0.6673675213675213,0.6752328582650656
3,0.71,0.7130597472702734,0.7711598746081506
4,0.755,0.7594782459452502,0.809404761904762
5,0.81,0.8036666666666666,0.8362382445141066
6,0.725,0.7172,0.7612567761920567
7,0.725,0.726864488861495,0.7657142857142857
8,0.725,0.725689347950832,0.7372510927634774
9,0.72,0.72,0.7075036425449247
10,0.725,0.7132810848358551,0.7307821793289193
11,0.755,0.7624532717201339,0.8169710806697107
12,0.755,0.7508457190705464,0.8063955509210984
13,0.73,0.7325714285714285,0.7365225837785333
14,0.735,0.7356642807526199,0.7787761049052938
0,0.75,0.7533309957924265,0.7795408101935329
1,0.745,0.7415796614350466,0.7800216372160116
2,0.655,0.658901667625072,0.6812927841993042
3,0.76,0.7636716852841186,0.7853291536050157
4,0.74,0.7443014705882354,0.8023809523809524
5,0.8,0.7962577962577962,0.8349843260188087
6,0.72,0.7179261586802828,0.77154552494745
7,0.745,0.7504923522233888,0.7803571428571429
8,0.71,0.7189190411578471,0.7456289460903351
9,0.71,0.71,0.7141816415735794
10,0.685,0.6803573591762568,0.7249466950959488
11,0.75,0.758049298266305,0.8120243531202436
12,0.735,0.7366146056809404,0.8033831537481173
13,0.695,0.7030527188992821,0.7389509470616803
14,0.755,0.7578666429692822,0.7954103933948519
0,0.74,0.7444583478160121,0.7928837600673158
1,0.785,0.7855207990669578,0.7797812237047722
2,0.625,0.6281526502935583,0.6655818651105375
3,0.725,0.7309952450731181,0.795987460815047
4,0.735,0.7414998169581256,0.8027380952380953
5,0.8,0.8,0.830846394984326
6,0.73,0.7268860244233379,0.7749751078659143
7,0.76,0.7639705882352941,0.7745238095238094
8,0.73,0.7367003676470588,0.7574065080135989
9,0.725,0.728217660475725,0.7168528411850412
10,0.71,0.708885119855269,0.7298844125238468
11,0.745,0.7544581818181818,0.8116438356164384
12,0.72,0.7241476826394344,0.8082493337967791
13,0.685,0.6958742138364781,0.7327586206896551
14,0.75,0.756204044117647,0.7846041767848471
0,0.77,0.76882710053424,0.7910806587330208
1,0.775,0.7676581289273069,0.7808630845053492
2,0.645,0.639767817484353,0.6882504769386152
3,0.73,0.7284246575342466,0.7833228840125392
4,0.73,0.7334723670490093,0.8057142857142856
5,0.81,0.8021421813758616,0.8231974921630094
6,0.73,0.7230552659019813,0.7685584688571745
7,0.735,0.7367966892665316,0.7683333333333334
8,0.725,0.728217660475725,0.7450218552695482
9,0.725,0.7211851990398703,0.7274162214667315
10,0.72,0.7052288062814378,0.7303332959263832
11,0.765,0.7712617004097012,0.8110096397767631
12,0.77,0.7667142857142858,0.819140308191403
13,0.755,0.7516013591446117,0.7418649830014571
14,0.725,0.722786839752089,0.7819329771733852
