Fold,F1,Recall,Precision,Accuracy,AUC-ROC
1,0.7814761904761904,0.6981132075471698,0.7872340425531915,0.7833333333333333,0.8448324415657561
2,0.8212210979879198,0.7222222222222222,0.8666666666666667,0.8235294117647058,0.9165242165242165
3,0.7959859365885191,0.6744186046511628,0.7435897435897436,0.7983193277310925,0.8537331701346389
4,0.8342012861482621,0.8636363636363636,0.7307692307692307,0.8319327731092437,0.8993939393939394
5,0.8058983666061706,0.7058823529411765,0.8181818181818182,0.8083333333333333,0.8829212844558113
6,0.797737556561086,0.7017543859649122,0.851063829787234,0.8,0.8972431077694235
7,0.891061998060009,0.8536585365853658,0.8333333333333334,0.8907563025210085,0.8930581613508443
8,0.8155240282105954,0.803921568627451,0.7735849056603774,0.8151260504201681,0.8964821222606689
9,0.7815126050420168,0.7111111111111111,0.7111111111111111,0.7815126050420168,0.8693693693693694
10,0.8327546296296297,0.7755102040816326,0.8085106382978723,0.8333333333333334,0.8827249209542972
11,0.7731345973614014,0.6862745098039216,0.7608695652173914,0.775,0.822108553566354
12,0.8211476804292351,0.72,0.8372093023255814,0.8235294117647058,0.8727536231884058
13,0.8482290803645403,0.7959183673469388,0.8297872340425532,0.8487394957983193,0.9192419825072886
14,0.8249487116627743,0.8260869565217391,0.7450980392156863,0.8235294117647058,0.9118522930315665
0,0.8067442866411938,0.7254901960784313,0.8043478260869565,0.8083333333333333,0.9019607843137255
1,0.7734774556592349,0.6981132075471698,0.7708333333333334,0.775,0.8403266685440721
2,0.8382476600843084,0.7407407407407407,0.8888888888888888,0.8403361344537815,0.917094017094017
3,0.7972279821019316,0.6976744186046512,0.7317073170731707,0.7983193277310925,0.8460832313341493
4,0.8428887142386932,0.9090909090909091,0.7272727272727273,0.8403361344537815,0.9036363636363637
5,0.8322793906294912,0.7647058823529411,0.8297872340425532,0.8333333333333334,0.8897414038079001
6,0.7969309462915601,0.6842105263157895,0.8666666666666667,0.8,0.8983570036201616
7,0.8588827629704542,0.8536585365853658,0.7608695652173914,0.8571428571428571,0.8821138211382115
8,0.8240601503759397,0.8235294117647058,0.7777777777777778,0.8235294117647058,0.8927335640138409
9,0.7894406989852725,0.7111111111111111,0.7272727272727273,0.7899159663865546,0.8591591591591592
10,0.8240471869328494,0.7551020408163265,0.8043478260869565,0.825,0.8775510204081632
11,0.7899394420012977,0.7058823529411765,0.782608695652174,0.7916666666666666,0.8107416879795397
12,0.8050154180185141,0.72,0.8,0.8067226890756303,0.8779710144927536
13,0.8387969203254161,0.7551020408163265,0.8409090909090909,0.8403361344537815,0.9169096209912537
14,0.8253247669244284,0.8478260869565217,0.7358490566037735,0.8235294117647058,0.9109589041095891
0,0.8067442866411938,0.7254901960784313,0.8043478260869565,0.8083333333333333,0.8891730605285593
1,0.7478571428571428,0.660377358490566,0.7446808510638298,0.75,0.8217403548296255
2,0.830081597856534,0.7407407407407407,0.8695652173913043,0.8319327731092437,0.9088319088319089
3,0.8151260504201681,0.7441860465116279,0.7441860465116279,0.8151260504201681,0.8442472460220318
4,0.8263506841585555,0.8863636363636364,0.7090909090909091,0.8235294117647058,0.903030303030303
5,0.7979166666666667,0.7058823529411765,0.8,0.8,0.8809320829781189
6,0.8057933527035647,0.7017543859649122,0.8695652173913043,0.8083333333333333,0.8810916179337231
7,0.8582633053221288,0.8292682926829268,0.7727272727272727,0.8571428571428571,0.8814884302689181
8,0.7737916219119226,0.7647058823529411,0.7222222222222222,0.773109243697479,0.8748558246828143
9,0.7815126050420168,0.7111111111111111,0.7111111111111111,0.7815126050420168,0.8498498498498499
10,0.8072897761645492,0.7346938775510204,0.782608695652174,0.8083333333333333,0.8628916355274505
11,0.7810763888888889,0.6862745098039216,0.7777777777777778,0.7833333333333333,0.7973856209150327
12,0.7969582199076813,0.72,0.782608695652174,0.7983193277310925,0.8713043478260869
13,0.8232455517850922,0.7755102040816326,0.7916666666666666,0.8235294117647058,0.8962099125364431
14,0.833476247641914,0.8478260869565217,0.75,0.8319327731092437,0.9047051816557475
