fit_time,score_time,test_f1,test_recall,test_precision,test_accuracy,test_roc_auc
26.004374027252197,0.020257949829101562,0.8471537932948019,0.8412405957316137,0.8606378811350779,0.8412405957316137,0.828528154660875
26.42559003829956,0.019797086715698242,0.8466992671103672,0.8396805896805897,0.863749470741724,0.8396805896805897,0.8315142208877995
27.610898971557617,0.019466876983642578,0.8492487034283539,0.8436732186732187,0.8623982483823498,0.8436732186732187,0.8337575986683657
26.293642044067383,0.02235102653503418,0.8506146561185716,0.8444410319410319,0.8659606825775477,0.8444410319410319,0.838092561417121
26.387218952178955,0.020039796829223633,0.8456468566317991,0.839527027027027,0.8603216057067801,0.839527027027027,0.8305750598231009
27.514840126037598,0.019606828689575195,0.8487230265290738,0.8424689083371718,0.864004659749799,0.8424689083371718,0.8348490280844391
26.223336935043335,0.021214962005615234,0.8504409092205802,0.8441339066339066,0.8666754605282343,0.8441339066339066,0.8402925616204793
26.082554817199707,0.020034074783325195,0.8439439819547649,0.8375307125307125,0.8591549778939275,0.8375307125307125,0.827632612212319
26.423002243041992,0.021649837493896484,0.8500684542155212,0.8438267813267813,0.8654057714307101,0.8438267813267813,0.8366257774275214
26.177762985229492,0.020399093627929688,0.8481280896122425,0.8421375921375921,0.8619873381893781,0.8421375921375921,0.8304667381501598
26.453686952590942,0.021860122680664062,0.8492355778781866,0.8424689083371718,0.8666854057085185,0.8424689083371718,0.8389291268520525
26.218339204788208,0.024335145950317383,0.8538182093093849,0.8484336609336609,0.8668079368520157,0.8484336609336609,0.8401440226951622
7.290271997451782,0.021384000778198242,0.8467824005609174,0.840448402948403,0.8617199110304503,0.840448402948403,0.8300907542484169
7.095324754714966,0.019034147262573242,0.8524558061917479,0.8462837837837838,0.8679896829387125,0.8462837837837838,0.8408460471567267
7.1097588539123535,0.015866994857788086,0.8432072426183786,0.8367628992628993,0.858330034603057,0.8367628992628993,0.8260221937686727
