	mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_learning_rate	param_n_estimators	param_num_leaves	params	split0_test_f1	split1_test_f1	split2_test_f1	split3_test_f1	split4_test_f1	split5_test_f1	split6_test_f1	split7_test_f1	split8_test_f1	split9_test_f1	mean_test_f1	std_test_f1	rank_test_f1	split0_test_recall	split1_test_recall	split2_test_recall	split3_test_recall	split4_test_recall	split5_test_recall	split6_test_recall	split7_test_recall	split8_test_recall	split9_test_recall	mean_test_recall	std_test_recall	rank_test_recall	split0_test_precision	split1_test_precision	split2_test_precision	split3_test_precision	split4_test_precision	split5_test_precision	split6_test_precision	split7_test_precision	split8_test_precision	split9_test_precision	mean_test_precision	std_test_precision	rank_test_precision	split0_test_accuracy	split1_test_accuracy	split2_test_accuracy	split3_test_accuracy	split4_test_accuracy	split5_test_accuracy	split6_test_accuracy	split7_test_accuracy	split8_test_accuracy	split9_test_accuracy	mean_test_accuracy	std_test_accuracy	rank_test_accuracy	split0_test_roc_auc	split1_test_roc_auc	split2_test_roc_auc	split3_test_roc_auc	split4_test_roc_auc	split5_test_roc_auc	split6_test_roc_auc	split7_test_roc_auc	split8_test_roc_auc	split9_test_roc_auc	mean_test_roc_auc	std_test_roc_auc	rank_test_roc_auc
17	6.578665471076965	0.1768701449891608	0.004572391510009766	0.00035773688879887	0.05	150	80	{'learning_rate': 0.05, 'n_estimators': 150, 'num_leaves': 80}	0.7864894701881426	0.7430101130279594	0.7789937835571196	0.7333188320375723	0.7527953787575343	0.7811776299581178	0.7237784333228484	0.7398373983739838	0.7591713999331774	0.6973476079909132	0.749592004714737	0.026692082995792496	7	0.7886178861788617	0.7398373983739838	0.7804878048780488	0.7235772357723578	0.7540983606557377	0.7804878048780488	0.7154471544715447	0.7398373983739838	0.7560975609756098	0.6967213114754098	0.7475209916033586	0.02877518515519656	7	0.7861229405944853	0.7477595008508224	0.7784669791462011	0.7613316329241724	0.7519125683060109	0.7819750148721	0.7529455241076475	0.7398373983739838	0.7686134349266198	0.6980676665504011	0.7567032660652444	0.02445560266199934	13	0.7886178861788617	0.7398373983739838	0.7804878048780488	0.7235772357723578	0.7540983606557377	0.7804878048780488	0.7154471544715447	0.7398373983739838	0.7560975609756098	0.6967213114754098	0.7475209916033586	0.02877518515519656	7	0.765527950310559	0.7133699633699633	0.761478163493841	0.7253299811439347	0.7284382284382284	0.7531626506024096	0.7243975903614459	0.7073170731707318	0.7570581592320723	0.6793478260869565	0.7315427586210141	0.026287473371942212	16
18	2.1708767414093018	0.03386015113361474	0.004158282279968261	0.0001390344010270923	0.1	50	31	{'learning_rate': 0.1, 'n_estimators': 50, 'num_leaves': 31}	0.7712876103120005	0.7443110939045898	0.7560975609756098	0.702675283163088	0.7540983606557377	0.7995698809746592	0.6929294106870737	0.7339422725611984	0.7598631186745238	0.7289059381634116	0.7443680530071892	0.029960406871883997	16	0.7723577235772358	0.7398373983739838	0.7560975609756098	0.6910569105691057	0.7540983606557377	0.7967479674796748	0.6829268292682927	0.7317073170731707	0.7560975609756098	0.7295081967213115	0.7410435825669732	0.032871166605710635	16	0.7706409572726337	0.7523035230352303	0.7560975609756098	0.7368833957881358	0.7540983606557377	0.8050865124035855	0.7421096077697954	0.737054085155351	0.7779129197127516	0.7284034726657678	0.7560590395434599	0.02190930801935427	16	0.7723577235772358	0.7398373983739838	0.7560975609756098	0.6910569105691057	0.7540983606557377	0.7967479674796748	0.6829268292682927	0.7317073170731707	0.7560975609756098	0.7295081967213115	0.7410435825669732	0.032871166605710635	16	0.752540937323546	0.7202380952380951	0.7417413213885778	0.6943746071653049	0.7333916083916084	0.7846385542168675	0.7067771084337349	0.7073170731707318	0.7658102766798419	0.7099542334096111	0.7316783815417919	0.02777975411571833	13
19	1.9926421403884889	0.13957590204795997	0.004047179222106933	0.00012510863355924155	0.1	50	50	{'learning_rate': 0.1, 'n_estimators': 50, 'num_leaves': 50}	0.7712876103120005	0.7443110939045898	0.7560975609756098	0.702675283163088	0.7540983606557377	0.7995698809746592	0.6929294106870737	0.7339422725611984	0.7598631186745238	0.7289059381634116	0.7443680530071892	0.029960406871883997	16	0.7723577235772358	0.7398373983739838	0.7560975609756098	0.6910569105691057	0.7540983606557377	0.7967479674796748	0.6829268292682927	0.7317073170731707	0.7560975609756098	0.7295081967213115	0.7410435825669732	0.032871166605710635	16	0.7706409572726337	0.7523035230352303	0.7560975609756098	0.7368833957881358	0.7540983606557377	0.8050865124035855	0.7421096077697954	0.737054085155351	0.7779129197127516	0.7284034726657678	0.7560590395434599	0.02190930801935427	16	0.7723577235772358	0.7398373983739838	0.7560975609756098	0.6910569105691057	0.7540983606557377	0.7967479674796748	0.6829268292682927	0.7317073170731707	0.7560975609756098	0.7295081967213115	0.7410435825669732	0.032871166605710635	16	0.752540937323546	0.7202380952380951	0.7417413213885778	0.6943746071653049	0.7333916083916084	0.7846385542168675	0.7067771084337349	0.7073170731707318	0.7658102766798419	0.7099542334096111	0.7316783815417919	0.02777975411571833	13
20	1.895959210395813	0.02697053888082367	0.004123997688293457	0.00018076201240376926	0.1	50	80	{'learning_rate': 0.1, 'n_estimators': 50, 'num_leaves': 80}	0.7712876103120005	0.7443110939045898	0.7560975609756098	0.702675283163088	0.7540983606557377	0.7995698809746592	0.6929294106870737	0.7339422725611984	0.7598631186745238	0.7289059381634116	0.7443680530071892	0.029960406871883997	16	0.7723577235772358	0.7398373983739838	0.7560975609756098	0.6910569105691057	0.7540983606557377	0.7967479674796748	0.6829268292682927	0.7317073170731707	0.7560975609756098	0.7295081967213115	0.7410435825669732	0.032871166605710635	16	0.7706409572726337	0.7523035230352303	0.7560975609756098	0.7368833957881358	0.7540983606557377	0.8050865124035855	0.7421096077697954	0.737054085155351	0.7779129197127516	0.7284034726657678	0.7560590395434599	0.02190930801935427	16	0.7723577235772358	0.7398373983739838	0.7560975609756098	0.6910569105691057	0.7540983606557377	0.7967479674796748	0.6829268292682927	0.7317073170731707	0.7560975609756098	0.7295081967213115	0.7410435825669732	0.032871166605710635	16	0.752540937323546	0.7202380952380951	0.7417413213885778	0.6943746071653049	0.7333916083916084	0.7846385542168675	0.7067771084337349	0.7073170731707318	0.7658102766798419	0.7099542334096111	0.7316783815417919	0.02777975411571833	13
21	4.041088485717774	0.05581883385881791	0.004197907447814941	0.00014261270128991727	0.1	100	31	{'learning_rate': 0.1, 'n_estimators': 100, 'num_leaves': 31}	0.7952642698258371	0.7443110939045898	0.7646878462510663	0.7556656596891143	0.7663453137263614	0.7663189042268129	0.7156337912763227	0.7325005543646982	0.7586199938116314	0.7275670087166293	0.7526914435793064	0.022033832676187245	4	0.7967479674796748	0.7398373983739838	0.7642276422764228	0.7479674796747967	0.7704918032786885	0.7642276422764228	0.7073170731707317	0.7317073170731707	0.7560975609756098	0.7295081967213115	0.7508130081300812	0.02392589936848463	4	0.794776895443373	0.7523035230352303	0.7652506775067751	0.775169376693767	0.766208554172316	0.7693396672338817	0.7418666457195973	0.7333921222810112	0.7647385249583807	0.7265330547204139	0.7589579041764746	0.019546230964299718	10	0.7967479674796748	0.7398373983739838	0.7642276422764228	0.7479674796747967	0.7704918032786885	0.7642276422764228	0.7073170731707317	0.7317073170731707	0.7560975609756098	0.7295081967213115	0.7508130081300812	0.02392589936848463	4	0.7763975155279503	0.7202380952380951	0.7523796192609182	0.742771841609051	0.7363053613053614	0.7411144578313253	0.7118975903614458	0.701219512195122	0.7526821005081874	0.7056636155606407	0.7340669709398098	0.022743413903749548	10
22	4.035692739486694	0.05468587907054985	0.004297423362731934	0.0003737484664891641	0.1	100	50	{'learning_rate': 0.1, 'n_estimators': 100, 'num_leaves': 50}	0.7952642698258371	0.7443110939045898	0.7646878462510663	0.7556656596891143	0.7663453137263614	0.7663189042268129	0.7156337912763227	0.7325005543646982	0.7586199938116314	0.7275670087166293	0.7526914435793064	0.022033832676187245	4	0.7967479674796748	0.7398373983739838	0.7642276422764228	0.7479674796747967	0.7704918032786885	0.7642276422764228	0.7073170731707317	0.7317073170731707	0.7560975609756098	0.7295081967213115	0.7508130081300812	0.02392589936848463	4	0.794776895443373	0.7523035230352303	0.7652506775067751	0.775169376693767	0.766208554172316	0.7693396672338817	0.7418666457195973	0.7333921222810112	0.7647385249583807	0.7265330547204139	0.7589579041764746	0.019546230964299718	10	0.7967479674796748	0.7398373983739838	0.7642276422764228	0.7479674796747967	0.7704918032786885	0.7642276422764228	0.7073170731707317	0.7317073170731707	0.7560975609756098	0.7295081967213115	0.7508130081300812	0.02392589936848463	4	0.7763975155279503	0.7202380952380951	0.7523796192609182	0.742771841609051	0.7363053613053614	0.7411144578313253	0.7118975903614458	0.701219512195122	0.7526821005081874	0.7056636155606407	0.7340669709398098	0.022743413903749548	10
23	4.018035888671875	0.04887795392504094	0.004234695434570312	0.00018629678103404868	0.1	100	80	{'learning_rate': 0.1, 'n_estimators': 100, 'num_leaves': 80}	0.7952642698258371	0.7443110939045898	0.7646878462510663	0.7556656596891143	0.7663453137263614	0.7663189042268129	0.7156337912763227	0.7325005543646982	0.7586199938116314	0.7275670087166293	0.7526914435793064	0.022033832676187245	4	0.7967479674796748	0.7398373983739838	0.7642276422764228	0.7479674796747967	0.7704918032786885	0.7642276422764228	0.7073170731707317	0.7317073170731707	0.7560975609756098	0.7295081967213115	0.7508130081300812	0.02392589936848463	4	0.794776895443373	0.7523035230352303	0.7652506775067751	0.775169376693767	0.766208554172316	0.7693396672338817	0.7418666457195973	0.7333921222810112	0.7647385249583807	0.7265330547204139	0.7589579041764746	0.019546230964299718	10	0.7967479674796748	0.7398373983739838	0.7642276422764228	0.7479674796747967	0.7704918032786885	0.7642276422764228	0.7073170731707317	0.7317073170731707	0.7560975609756098	0.7295081967213115	0.7508130081300812	0.02392589936848463	4	0.7763975155279503	0.7202380952380951	0.7523796192609182	0.742771841609051	0.7363053613053614	0.7411144578313253	0.7118975903614458	0.701219512195122	0.7526821005081874	0.7056636155606407	0.7340669709398098	0.022743413903749548	10
24	7.198054504394531	0.854348432255044	0.005454540252685547	0.0011625988869234847	0.1	150	31	{'learning_rate': 0.1, 'n_estimators': 150, 'num_leaves': 31}	0.7788854114119041	0.7430101130279594	0.7637305468563858	0.7546739404122549	0.7309876049580167	0.7398373983739838	0.7074319193539816	0.714552936775159	0.7009484622556228	0.7124759950218001	0.7346534328447067	0.024669450007318187	25	0.7804878048780488	0.7398373983739838	0.7642276422764228	0.7479674796747967	0.7377049180327869	0.7398373983739838	0.6991869918699187	0.7154471544715447	0.6991869918699187	0.7131147540983607	0.7336998533919765	0.02560309643277825	25	0.7782543959160522	0.7477595008508224	0.7633370517781971	0.7693278796141998	0.7310967086033804	0.7398373983739838	0.730922797098591	0.7137550200803213	0.7035390293230015	0.7119343316064628	0.7389764113245011	0.024259941418968152	25	0.7804878048780488	0.7398373983739838	0.7642276422764228	0.7479674796747967	0.7377049180327869	0.7398373983739838	0.6991869918699187	0.7154471544715447	0.6991869918699187	0.7131147540983607	0.7336998533919765	0.02560309643277825	25	0.7590344438170524	0.7133699633699633	0.748320268756999	0.7350722815839095	0.6958041958041958	0.7036144578313254	0.6993975903614458	0.676829268292683	0.685347261434218	0.6925057208237986	0.710929545207559	0.026216344048033854	25
25	7.5720402002334595	0.7265664605054575	0.00448765754699707	0.00018403129045712328	0.1	150	50	{'learning_rate': 0.1, 'n_estimators': 150, 'num_leaves': 50}	0.7788854114119041	0.7430101130279594	0.7637305468563858	0.7546739404122549	0.7309876049580167	0.7398373983739838	0.7074319193539816	0.714552936775159	0.7009484622556228	0.7124759950218001	0.7346534328447067	0.024669450007318187	25	0.7804878048780488	0.7398373983739838	0.7642276422764228	0.7479674796747967	0.7377049180327869	0.7398373983739838	0.6991869918699187	0.7154471544715447	0.6991869918699187	0.7131147540983607	0.7336998533919765	0.02560309643277825	25	0.7782543959160522	0.7477595008508224	0.7633370517781971	0.7693278796141998	0.7310967086033804	0.7398373983739838	0.730922797098591	0.7137550200803213	0.7035390293230015	0.7119343316064628	0.7389764113245011	0.024259941418968152	25	0.7804878048780488	0.7398373983739838	0.7642276422764228	0.7479674796747967	0.7377049180327869	0.7398373983739838	0.6991869918699187	0.7154471544715447	0.6991869918699187	0.7131147540983607	0.7336998533919765	0.02560309643277825	25	0.7590344438170524	0.7133699633699633	0.748320268756999	0.7350722815839095	0.6958041958041958	0.7036144578313254	0.6993975903614458	0.676829268292683	0.685347261434218	0.6925057208237986	0.710929545207559	0.026216344048033854	25
26	5.028054523468017	0.9357121394482066	0.0039013147354125975	0.0002442883358063642	0.1	150	80	{'learning_rate': 0.1, 'n_estimators': 150, 'num_leaves': 80}	0.7788854114119041	0.7430101130279594	0.7637305468563858	0.7546739404122549	0.7309876049580167	0.7398373983739838	0.7074319193539816	0.714552936775159	0.7009484622556228	0.7124759950218001	0.7346534328447067	0.024669450007318187	25	0.7804878048780488	0.7398373983739838	0.7642276422764228	0.7479674796747967	0.7377049180327869	0.7398373983739838	0.6991869918699187	0.7154471544715447	0.6991869918699187	0.7131147540983607	0.7336998533919765	0.02560309643277825	25	0.7782543959160522	0.7477595008508224	0.7633370517781971	0.7693278796141998	0.7310967086033804	0.7398373983739838	0.730922797098591	0.7137550200803213	0.7035390293230015	0.7119343316064628	0.7389764113245011	0.024259941418968152	25	0.7804878048780488	0.7398373983739838	0.7642276422764228	0.7479674796747967	0.7377049180327869	0.7398373983739838	0.6991869918699187	0.7154471544715447	0.6991869918699187	0.7131147540983607	0.7336998533919765	0.02560309643277825	25	0.7590344438170524	0.7133699633699633	0.748320268756999	0.7350722815839095	0.6958041958041958	0.7036144578313254	0.6993975903614458	0.676829268292683	0.685347261434218	0.6925057208237986	0.710929545207559	0.026216344048033854	25
