	mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_learning_rate	param_n_estimators	param_num_leaves	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	split5_test_score	split6_test_score	split7_test_score	split8_test_score	split9_test_score	split10_test_score	split11_test_score	split12_test_score	split13_test_score	split14_test_score	mean_test_score	std_test_score	rank_test_score
0	0.05530891418457031	0.009528896190925534	0.002330191930135091	0.0001872294461224375	0.15	50	31	{'learning_rate': 0.15, 'n_estimators': 50, 'num_leaves': 31}	0.8422171704500784	0.8890096637162305	0.8671650978680961	0.8448855200076825	0.8546899833739827	0.83125	0.8765247722965952	0.8701408356233685	0.8609779299847793	0.859375	0.8531508269508811	0.8688526392961876	0.8672053347982664	0.8499853372434018	0.8516072584263054	0.8591358246690569	0.014157007648931253	16
1	0.06326050758361816	0.007895140266355032	0.0021679878234863283	0.00014614819570866707	0.15	50	50	{'learning_rate': 0.15, 'n_estimators': 50, 'num_leaves': 50}	0.8500117260787992	0.884375	0.862521497811132	0.8509674683934627	0.8656289368060236	0.8327572984511008	0.864079437762484	0.8575808770414671	0.8578343932309934	0.8468884594349113	0.8624704240362145	0.8766574809160306	0.8656446886446887	0.8499237022038326	0.8561822360150849	0.8589015751217485	0.012022875612289636	18
2	0.09129913647969563	0.011514508788553328	0.002354145050048828	0.0002600133604178398	0.15	50	80	{'learning_rate': 0.15, 'n_estimators': 50, 'num_leaves': 80}	0.8578350732479955	0.885936664562942	0.8578302165101842	0.8435580938344387	0.8593804933786476	0.8328030998897502	0.8859316457660714	0.8589177955665024	0.85160563031222	0.8640741171429198	0.8672137693855475	0.8766527234880985	0.8609507462795929	0.8562190796742243	0.8577632882169709	0.8611114958170737	0.013624009814714786	10
3	0.08106107711791992	0.019609702951013816	0.002598365147908529	0.00037171021607225533	0.15	100	31	{'learning_rate': 0.15, 'n_estimators': 100, 'num_leaves': 31}	0.8468959450811422	0.8859099257299416	0.8640874045801528	0.8573045760802305	0.8577899267520046	0.8390849158437979	0.8765561645961594	0.8622973470891673	0.8641020214457956	0.8515722866338316	0.8531508269508811	0.8704148584323587	0.8734544994981427	0.8546807534839054	0.8484207661166655	0.860381481220945	0.012036525829462517	12
4	0.11090585390726725	0.01454258642967061	0.002691189448038737	0.00034599335816025553	0.15	100	50	{'learning_rate': 0.15, 'n_estimators': 100, 'num_leaves': 50}	0.846875	0.8828127861029934	0.86875	0.8558805718843233	0.8562542114669089	0.8375158846529814	0.8687705206378986	0.866882071266064	0.8734446159713105	0.8453257187328329	0.871875	0.8735299262879458	0.8687692277641588	0.857805898570273	0.8577269498451617	0.8621478922121901	0.012021973419945764	3
5	0.17676598230997723	0.03362847015120634	0.0034348011016845704	0.000574504408175906	0.15	100	80	{'learning_rate': 0.15, 'n_estimators': 100, 'num_leaves': 80}	0.8515396444291827	0.8906185910582444	0.86409271342424	0.8576165113427796	0.8546899836650382	0.845320439303547	0.8734656297398097	0.860456803320694	0.8594230881965002	0.8593859867572953	0.8672085849019737	0.8735348854961831	0.8578343739850898	0.8514989837398375	0.8514731893987951	0.861210627250614	0.011015960493778815	9
6	0.13721197446187336	0.05773988191250201	0.003122854232788086	0.00039383909116905537	0.15	150	31	{'learning_rate': 0.15, 'n_estimators': 150, 'num_leaves': 31}	0.8437622146654158	0.8890530198986756	0.864079437762484	0.8526312611520224	0.8530604042259992	0.8375158846529814	0.8703058438162181	0.8667284076658314	0.8578343932309934	0.8609412356921844	0.862510748905566	0.8657300830889539	0.8718937699602503	0.857805898570273	0.8515461111451881	0.8603599142955357	0.011956514481506647	13
7	0.21409686406453451	0.07846344292824446	0.0037572065989176433	0.0005093389317002423	0.15	150	50	{'learning_rate': 0.15, 'n_estimators': 150, 'num_leaves': 50}	0.8468869703721076	0.8875	0.8703413243012864	0.8606553218963292	0.8562556154537286	0.840625	0.8671936661706241	0.8684711594259916	0.8640834308911695	0.8421917381390092	0.8640681459208279	0.8766453987872393	0.8687705110173465	0.8515556083975377	0.8609521650468057	0.8617464037213337	0.012326960828635212	6
8	0.2594831307729085	0.033386521994696806	0.00373689333597819	0.000510547563225526	0.15	150	80	{'learning_rate': 0.15, 'n_estimators': 150, 'num_leaves': 80}	0.8578184055033947	0.8906185910582444	0.865625	0.8621968981262793	0.8546899836650382	0.840625	0.8687615447766301	0.8637002016114149	0.8578343932309934	0.8609412345977407	0.867212470180759	0.8735373743925766	0.8640834124912399	0.8499677353122342	0.8530557628849781	0.8620445338554348	0.011004437785396348	4
9	0.03697198232014974	0.003137150554986401	0.002074146270751953	0.0004387505444867965	0.05	50	31	{'learning_rate': 0.05, 'n_estimators': 50, 'num_leaves': 31}	0.8500205176305068	0.8686781882932262	0.8375380918893576	0.8200081552935046	0.8734421351400844	0.8108084167810707	0.8625282117419466	0.851447778016316	0.8625362580695569	0.8359034297881074	0.8453295038167938	0.8610308923046116	0.8468929450369156	0.840625	0.8435425293348153	0.8473554702091209	0.016697218412630083	27
10	0.0542233149210612	0.0048149184668793005	0.001972341537475586	0.00027229368024152837	0.05	50	50	{'learning_rate': 0.05, 'n_estimators': 50, 'num_leaves': 50}	0.8437774754796606	0.8764421508580561	0.8515374623231663	0.8388406666846848	0.8640595130847487	0.8076812831741463	0.8578468767629109	0.8592092728629792	0.8687948823167335	0.8484326876811966	0.8515556083975377	0.8641670992366413	0.8562710622710623	0.849947191362854	0.8482119688864292	0.8524516800921874	0.015299074638217535	25
